id;benutzer;kategorie;prio;sachbearbeiter;datum;titel
959;benutzer22;Personalcomputer;3;supporter2;16.01.2014 09:21;PC 103_01
960;benutzer20;Lokales Netzwerk;2;supporter10;16.01.2014 15:58;WLAN Drucken iPad (Tischmesse)
961;benutzer77;Anderes Tool;3;supporter5;20.01.2014 08:24;Passwort-Tool, Java will nicht mehr
962;benutzer149;Personalcomputer;2;supporter2;20.01.2014 10:02;Grenchen, Zimmer 311
963;supporter7;Lokales Netzwerk;1;supporter7;20.01.2014 11:22;Problem mit Netzwerkanbindung
964;supporter14;Notebook;1;supporter12;20.01.2014 13:11;2 Ersatznotebook für INF Korrektur
965;supporter12;Personalcomputer;2;blj-support;20.01.2014 13:14;Wöchentlicher Support Lernende KW 04 
966;supporter12;Personalcomputer;2;supporter12;20.01.2014 13:15;Koordination Support Lernende KW 04
967;benutzer186;PC-Programm;3;supporter10;22.01.2014 07:55;Zi 502 - 
968;supporter14;Drucker;3;supporter10;22.01.2014 08:06;Drucker Zi104 / Inflabor
969;supporter16;PC-Programm;2;supporter2;22.01.2014 11:02;Aktualisieren von Interwrite Workspace
970;benutzer172;Drucker;3;supporter2;22.01.2014 11:40;Zi 012
971;benutzer144;PC-Programm;1;supporter10;23.01.2014 16:47;zugriff remonte Desktop 2011
972;benutzer91;Internet;2;supporter10;24.01.2014 08:36;Anschluss CIS
973;benutzer186;Personalcomputer;2;supporter2;27.01.2014 14:21;Zi 309 - PC Nr. 30910
974;benutzer10;Personalcomputer;2;supporter12;28.01.2014 10:42;PC Raum 102
975;benutzer128;Personalcomputer;1;supporter2;28.01.2014 13:06;PC
976;benutzer154;Windows;2;supporter2;28.01.2014 13:39;GIBS SO, Zimmer 010, Anmeldung
979;supporter14;PC-Programm;2;supporter10;28.01.2014 16:50;Update Virenscanner
980;benutzer128;PC-Programm;1;supporter10;28.01.2014 17:21;Terminal Server
981;supporter12;Personalcomputer;2;supporter12;28.01.2014 17:30;Koordination Wöchentlicher Support KW 05
982;supporter12;Personalcomputer;2;supporter4;28.01.2014 17:30;Wöchentlicher Support KW 05
983;benutzer172;Lokales Netzwerk;3;supporter2;29.01.2014 11:32;Zimmer 012
984;benutzer7;Anderes Tool;2;supporter5;30.01.2014 17:32;Neue Lehrkraft
985;supporter10;Helpdesktool;2;supporter5;03.02.2014 10:24;Call für Hans Holzach (ZZ) eröffnen
986;benutzer108;Notebook;2;supporter10;03.02.2014 13:47;Beschaffung Ersatz Akku
987;benutzer169;Personalcomputer;1;supporter10;03.02.2014 14:48;Monitor GIGR 307_10 defekt
988;benutzer154;Personalcomputer;3;supporter10;04.02.2014 15:00;Zimmer 011
989;supporter10;Lokales Netzwerk;2;supporter10;05.02.2014 11:42;GISO Zi. 10 - Netzwerkkabel verlegen zu PC#4
990;benutzer149;Personalcomputer;1;supporter2;06.02.2014 09:57;Zi 309, Solothurn, PC 16
991;benutzer20;Personenverwaltung;1;supporter10;07.02.2014 09:26;Benutzer Thomas Kuster 
992;supporter10;Personenverwaltung;2;supporter5;07.02.2014 13:29;Thomas Kuster  in den Tools löschen, wenn vorhanden
993;benutzer190;Personenverwaltung;3;supporter5;07.02.2014 13:36;Account Wenger Rahel
994;benutzer25;Drucker;2;supporter10;11.02.2014 11:44;Ricoh Drucker_Scanning
995;supporter10;Helpdesktool;1;supporter5;20.02.2014 07:31;Jonathan Flück als User eröffnen
996;benutzer20;Personalcomputer;2;supporter10;20.02.2014 11:42;schlechtes Bild grosser Bildschirm
997;benutzer74;Notenool;1;supporter5;20.02.2014 15:22;keine Fächer selektiert
998;benutzer40;Notenool;2;supporter5;21.02.2014 07:38;Noteneingabe
999;benutzer169;Anderes Tool;1;supporter5;24.02.2014 08:17;Kann Schülerpassworte nicht mehr zurück setzen
1000;benutzer77;Personalcomputer;2;supporter10;24.02.2014 09:29;Monitor - PC: GISO_010_09
1001;benutzer77;Anderes Tool;2;supporter5;24.02.2014 09:46;Schüler-Passwort ändern
1002;benutzer20;Beamer;2;supporter10;24.02.2014 09:54;IPad Bildprojektion von Beamer auf  Wand fehlerhaft
1003;benutzer97;Personenverwaltung;2;supporter10;24.02.2014 13:56;Anpassung Mail-Verteiler GV_GISO_Lehrer
1004;benutzer51;Drucker;3;supporter10;25.02.2014 08:19;Drucker GIG_208_P1
1005;supporter15;andere HW;1;supporter10;27.02.2014 11:02;Monitor Info-Display Lehrerzimmer GISO
1006;supporter10;Helpdesktool;2;supporter10;27.02.2014 11:08;Zuweisen nocht möglich
1007;benutzer111;Personenverwaltung;3;supporter5;27.02.2014 15:56;Login für Schülerin
1008;benutzer31;Windows;3;supporter2;27.02.2014 16:57;Drucker nicht installiert - KBGR311
1009;benutzer31;Windows;3;supporter2;27.02.2014 17:00;Schüler können nicht auf P:\\Prüfung speichern
1010;benutzer117;Mail;1;supporter10;28.02.2014 12:08;Kalender KBS-Schulzimmer 501
1011;supporter15;Personalcomputer;3;supporter10;03.03.2014 10:41;neue Zimmer Automobiltechnik
1012;benutzer226;Personalcomputer;2;supporter10;03.03.2014 11:15;GUGR_307
1013;supporter14;Internet;2;supporter10;03.03.2014 11:27;kein Internetzugriff
1014;benutzer128;PC-Programm;1;supporter5;03.03.2014 15:54;Schülerkennwort zurücksetzen
1015;benutzer10;Windows;2;supporter4;04.03.2014 07:17;Microsoft Word
1016;benutzer186;andere HW;2;supporter2;04.03.2014 08:04;Zi 502 - PC Nr. 50210
1017;benutzer70;Personalcomputer;1;supporter2;04.03.2014 08:05;"Laufwerk \Leitung\"" permanent verbinden"""
1018;benutzer31;Personalcomputer;2;supporter2;04.03.2014 08:54;PCs im Zi 411 KBS SO starten nicht
1019;benutzer31;Personalcomputer;3;supporter2;04.03.2014 10:38;"aufgeschlagene Knie ;-) => wegen PC-Halterung"
1020;supporter10;Personalcomputer;2;supporter4;06.03.2014 12:50;PC Zimmer 006
1021;benutzer31;Personalcomputer;2;supporter10;06.03.2014 16:13;UBS-Stecker PC 12 KBS GR defekt
1022;benutzer31;Windows;2;supporter10;06.03.2014 17:00;PC 31115 startet nicht
1023;supporter12;PC-Programm;2;supporter4;08.03.2014 12:35;2 BCs im Arbeitszimmer neu dployen
1024;benutzer226;Anderes Tool;2;supporter5;10.03.2014 07:41;Zugang Passwort-Tool PC-Zimmer GIBSGR
1025;supporter10;andere HW;2;supporter12;10.03.2014 09:39;Infotag EBA im Alten Spital Solothurn - iPad, WLAN-Drucker
1026;supporter6;Personalcomputer;2;supporter10;10.03.2014 10:46;PC GIGR_307_20 startet nicht
1027;benutzer91;Personalcomputer;1;supporter10;10.03.2014 14:57;Pavillon Informatikzimmer
1028;benutzer73;Windows;3;supporter2;10.03.2014 16:22;Drucker am Lehrer-PC Zi 309 KBS
1029;benutzer172;Lokales Netzwerk;1;supporter2;11.03.2014 11:37;PC 306_01 kann nicht anmelden
1030;benutzer31;Lokales Netzwerk;2;supporter2;11.03.2014 12:04;Auf P:\\Prüfung kann nicht gespeichert werden (KBS SO, Zi 401)
1031;benutzer31;Windows;2;supporter2;11.03.2014 12:09;falsches Listentrennzeichen im Image?
1032;benutzer131;Personalcomputer;3;supporter10;11.03.2014 17:00;P03_21
1033;benutzer172;Lokales Netzwerk;1;supporter2;12.03.2014 11:34;GISO_308_01 hat kein Netz
1034;supporter2;Windows;1;supporter2;12.03.2014 15:17;Fehler Word
1035;benutzer4;Lokales Netzwerk;2;supporter10;13.03.2014 08:19;"Zugriff auf \Entrepreneurship\"""""
1036;benutzer4;Lokales Netzwerk;1;supporter2;13.03.2014 10:34;GISIO_P14_01
1037;benutzer174;Personalcomputer;1;supporter10;13.03.2014 12:04;gespeichertes Passwort
1038;benutzer4;PC-Programm;1;supporter10;13.03.2014 13:10;Installation lokaler SW
1039;benutzer226;Personalcomputer;1;supporter10;13.03.2014 15:16;GIBSGR Z309
1040;supporter12;Personalcomputer;2;supporter10;14.03.2014 11:11;GISO_009_02 startet ohne NetCim
1041;supporter10;andere HW;2;supporter10;17.03.2014 10:56;Defekte Disk beim Server GISO SH2
1042;benutzer4;Personenverwaltung;1;supporter10;17.03.2014 14:39;"Passwort von \Benjamin Müller - PRM2b\"""""
1043;benutzer210;Lokales Netzwerk;2;supporter10;17.03.2014 14:47;Ordner Löschen
1044;benutzer149;Personalcomputer;3;supporter2;18.03.2014 18:12;Grenchen 311 und Solothurn 309, Excel
1045;benutzer76;andere HW;2;supporter10;18.03.2014 18:41;PC Nummern für Anmeldung fehlen
1046;benutzer44;Windows;2;supporter2;21.03.2014 10:14;PC hat kein Netz
1047;benutzer186;Personalcomputer;2;supporter2;21.03.2014 14:33;PC50215 - Zi 502
1048;benutzer51;Personalcomputer;2;supporter10;25.03.2014 08:49;PC Raum 307 Grenchen
1049;benutzer200;Personenverwaltung;1;supporter5;26.03.2014 11:49;Account
1050;benutzer186;Windows;2;supporter2;27.03.2014 13:08;PC Zi 502
1051;benutzer186;Lokales Netzwerk;3;supporter2;27.03.2014 13:10;PC Zi 502 - PC Nr. 50210
1052;benutzer153;Personalcomputer;1;supporter2;28.03.2014 09:28;Rosengarten 401 PC startet nicht
1054;benutzer220;Personalcomputer;1;supporter2;31.03.2014 09:20;Tastatur PC GISO_305_01
1055;benutzer55;PC-Programm;3;supporter2;31.03.2014 10:39;Zugriff Laufwerk V.//
1056;benutzer9;Absenztool;2;supporter10;31.03.2014 10:43;Zugriff über VPN auf Absenz- und NotenTool
1057;benutzer10;Notenool;2;supporter10;31.03.2014 15:03;VPN Verbindung
1058;benutzer111;Personalcomputer;3;supporter2;31.03.2014 18:44;Zimmer 204
1059;benutzer186;Lokales Netzwerk;2;supporter2;02.04.2014 08:32;Zi 502
1060;benutzer186;Windows;2;supporter2;02.04.2014 08:33;Zi 502
1061;benutzer111;Personalcomputer;3;supporter2;03.04.2014 14:06;Zimmer 204 PC19
1062;benutzer31;Beamer;2;supporter2;03.04.2014 16:35;Beamerbild und Leinwand schräg
1063;benutzer111;Windows;3;supporter2;04.04.2014 08:21;PC19 im Zimmer 204
1064;benutzer111;Windows;2;supporter2;04.04.2014 14:31;"Rundungsproblem , statt ;"
1065;benutzer117;Mail;2;supporter2;22.04.2014 09:24;Mails funktionieren nur noch Intern
1066;benutzer66;Lokales Netzwerk;3;supporter10;23.04.2014 06:27;ZI 008 Anmeldeserver nicht verfügbar 
1067;supporter12;Personalcomputer;2;supporter12;23.04.2014 06:32;PCs im Zi 405 und ZI 401 aufstellen
1068;benutzer77;Personalcomputer;1;supporter10;23.04.2014 09:15;PC-Raum 006 Mediothek
1069;benutzer117;Lokales Netzwerk;2;supporter2;23.04.2014 13:41;Lehrer PC, Zimmer 401
1070;benutzer153;PC-Programm;2;supporter2;24.04.2014 08:38;Lehrer-PC Zi 401 Rosengarten
1071;benutzer172;andere HW;2;supporter10;24.04.2014 09:21;Visualiser 405
1072;supporter12;Beamer;3;supporter12;25.04.2014 09:14;Kein Sound in der Aula
1073;benutzer186;Personalcomputer;2;supporter10;25.04.2014 15:23;Zi 502 - PC-Nr. 50218
1074;benutzer79;Personalcomputer;2;supporter10;25.04.2014 17:04;Presenter in das Zimmer 008 platzieren
1075;benutzer155;Drucker;2;supporter2;26.04.2014 10:31;Drucker 308
1076;benutzer77;Personalcomputer;2;supporter10;28.04.2014 13:18;Kein Anmeldeserver - GISO_401_07
1077;benutzer31;Anderes Tool;3;supporter2;01.05.2014 07:58;Keine Verbindung mit Vision
1078;benutzer153;andere HW;1;supporter2;02.05.2014 13:35;Workspace Zimmer 404 funktioniert nicht
1079;benutzer51;andere HW;2;supporter10;02.05.2014 14:14;PC Raum 307
1080;benutzer120;PC-Programm;3;supporter2;05.05.2014 11:08;AutoCAD 2010 / 2014
1081;benutzer120;PC-Programm;2;supporter10;05.05.2014 11:15;Plotter Zim 219
1082;benutzer172;PC-Programm;3;supporter2;05.05.2014 14:34;Wincam Zimmer 405
1083;benutzer31;Anderes Tool;3;supporter2;05.05.2014 16:48;Keine Verbindung mit Vision
1084;benutzer108;Personalcomputer;1;supporter10;06.05.2014 08:55;Notebook GISO_P01_01
1085;benutzer218;Personalcomputer;3;supporter2;06.05.2014 10:36;Wackelkontakt Beamer
1086;benutzer40;Lokales Netzwerk;2;supporter10;06.05.2014 14:51;edu
1087;benutzer46;Personalcomputer;3;supporter2;06.05.2014 14:57;Mediothek PCZimmer
1088;benutzer73;PC-Programm;3;supporter2;06.05.2014 21:23;Software Interwrite
1089;benutzer51;andere HW;1;supporter2;07.05.2014 08:07;PC Raum 307 in Grenchen
1090;supporter10;Anderes Tool;2;supporter5;07.05.2014 10:35;Rita Amato als Benutzer eröffnen
1091;supporter2;Drucker;1;supporter10;08.05.2014 15:24;Druckerstau Zi405
1092;supporter2;Drucker;1;supporter2;08.05.2014 15:27;Druckerverbindung Medio Grenchen
1093;supporter6;Lokales Netzwerk;3;supporter10;12.05.2014 09:14;W-LAN Grenchen
1094;supporter6;Personalcomputer;2;supporter10;12.05.2014 09:16;GIBS Gre Inf Zi 307
1095;benutzer160;Personalcomputer;3;supporter10;13.05.2014 11:29;Versschwundenes Profil
1096;supporter10;Helpdesktool;2;supporter5;13.05.2014 14:33;Bossart Max <Max.Bossart@bbzsogr.ch> im HD-Tool eröffnen
1097;benutzer51;Anderes Tool;2;supporter5;13.05.2014 14:36;Passwort der Schüler kann nicht gesetzt werden
1098;benutzer91;Windows;1;supporter2;14.05.2014 10:20;Pavillon PC-Raum
1099;benutzer31;Lokales Netzwerk;3;supporter10;15.05.2014 14:14;Login Zi. 325 in Grenchen
1100;benutzer139;Lokales Netzwerk;2;supporter10;15.05.2014 15:37;WLAN Zimmer107
1101;benutzer51;andere HW;3;supporter10;16.05.2014 14:28;PC Raum 307 in Grenchen 
1102;benutzer77;Beamer;2;supporter10;16.05.2014 14:30;Bild- und Tonübertragung
1103;benutzer222;Personalcomputer;1;supporter2;20.05.2014 08:37;Synchronisation DVD nicht möglich
1104;benutzer175;Windows;1;supporter10;20.05.2014 10:37;VPN installieren auf mein Laptop
1105;benutzer190;Personenverwaltung;2;supporter2;22.05.2014 13:51;Personalaustritte per 31.7.2014
1106;benutzer190;Personenverwaltung;3;supporter2;22.05.2014 13:53;Personaleintritt per 1.6.2014
1107;benutzer226;Anderes Tool;2;supporter5;26.05.2014 10:15;Codewort Schülerfeedback
1108;benutzer120;Drucker;3;supporter10;27.05.2014 12:33;Plotter Zimmer 219 BBZ Grenchen
1109;benutzer51;andere HW;1;supporter2;28.05.2014 09:55;PC Raum 307 in Grenchen
1110;benutzer51;Internet;3;supporter10;28.05.2014 09:58;copy-stop
1111;benutzer186;Windows;3;supporter2;02.06.2014 08:02;PC Zi 502, Station PC50209
1112;benutzer128;Personalcomputer;3;supporter2;02.06.2014 08:06;Aufstarten
1113;benutzer116;Beamer;3;supporter10;02.06.2014 10:52;Beamer
1114;benutzer190;Personenverwaltung;2;supporter2;02.06.2014 13:47;Account Friedli Dominik
1115;supporter10;Helpdesktool;2;supporter5;02.06.2014 16:46;Benutzer hans.imboden kann amn HD-Tool nicht anmelden
1116;benutzer44;Lokales Netzwerk;1;supporter2;03.06.2014 06:59;Passwort
1117;benutzer195;Anderes Tool;2;supporter2;03.06.2014 16:19;Raumverwaltung kalender
1118;supporter10;Anderes Tool;1;supporter5;04.06.2014 14:10;Tippdehlerrrr
1121;benutzer190;Personenverwaltung;3;supporter10;04.06.2014 14:55;Account Schumacher Beat
1122;benutzer190;Personenverwaltung;3;supporter10;04.06.2014 14:55;Account Brand Simon
1124;benutzer81;Helpdesktool;1;supporter5;05.06.2014 08:33;Probleme beim Einloggen in helpdesk
1125;benutzer190;Personenverwaltung;3;supporter10;05.06.2014 14:45;Account Nobs Anna-Jane
1126;benutzer190;Personenverwaltung;3;supporter10;05.06.2014 14:46;Account Bayard Frédéric
1127;benutzer190;Personenverwaltung;3;supporter10;05.06.2014 14:53;Account Holzach Hans
1128;benutzer190;Personenverwaltung;3;supporter10;05.06.2014 14:54;Account Tremp Peter
1129;benutzer81;Lokales Netzwerk;2;supporter10;05.06.2014 15:54;ZZ Schulnetzwerk
1130;supporter10;BSCW;2;supporter14;06.06.2014 09:34;Benutzer eröffnen
1131;supporter10;Personenverwaltung;1;supporter5;06.06.2014 09:35;Neue Lehrerpersonen
1132;supporter6;Anderes Tool;2;supporter5;10.06.2014 14:16;Benutzer einrichten
1133;supporter2;Lokales Netzwerk;1;supporter2;11.06.2014 11:06;kein Netz im Zi 109
1134;supporter2;Lokales Netzwerk;1;supporter2;11.06.2014 11:07;Kein Nezt im Zi103
1135;benutzer226;andere HW;2;supporter2;11.06.2014 11:59;PC GIBSGR 307-16
1136;benutzer226;Personalcomputer;2;supporter2;16.06.2014 09:49;GIBSGR 307
1137;benutzer66;Personalcomputer;3;supporter11;17.06.2014 14:09;Zi 112
1138;benutzer180;PC-Programm;2;supporter2;23.06.2014 07:51;Aufstarten der PCs im Pavillon
1139;benutzer180;Personalcomputer;2;supporter2;23.06.2014 08:10;Pavillon
1140;benutzer222;Mail;3;supporter10;24.06.2014 07:38;Outlook funktioniert nicht
1141;benutzer155;Anderes Tool;3;supporter5;24.06.2014 12:18;Unterrichtsprogramm
1142;benutzer128;Personalcomputer;1;supporter11;25.06.2014 07:36;Zimmer 204
1143;benutzer94;Mail;2;supporter2;25.06.2014 15:36;Abmeldung
1144;supporter14;Notebook;3;supporter11;25.06.2014 20:47;Ausleihe von 2 Notebooks
1145;supporter14;Lokales Netzwerk;3;supporter10;30.06.2014 09:14;DNS Probleme
1146;supporter14;Lokales Netzwerk;3;supporter10;30.06.2014 09:16;McAfee 8.8
1147;benutzer151;Lokales Netzwerk;2;supporter11;02.07.2014 08:05;LAN-Kabel
1148;benutzer117;Mail;1;supporter2;04.07.2014 17:43;alte / neue Lehrer
1150;benutzer111;Personalcomputer;2;supporter2;24.07.2014 15:51;Zimmer 204
1151;benutzer172;Drucker;2;supporter11;31.07.2014 16:50;GISO_308_02 kann nicht drucken
1152;supporter2;Lokales Netzwerk;1;supporter11;04.08.2014 09:31;Switch Zimmer 006 GISO Hauptgebäude
1153;supporter10;Helpdesktool;3;supporter5;05.08.2014 16:45;Account für E. Grossenbacher
1154;benutzer190;Personenverwaltung;3;supporter10;07.08.2014 07:14;Anmeldung Andreatta Cyril
1155;benutzer108;Lokales Netzwerk;2;supporter2;08.08.2014 07:49;Zugangsberechtigung
1156;benutzer210;Internet;3;supporter10;08.08.2014 09:46;WLAN KBS
1157;benutzer97;Internet;1;supporter10;08.08.2014 10:30;Neuer W-LAN Zugang für Lernende
1158;benutzer44;Drucker;3;supporter11;08.08.2014 12:49;Drucken
1159;benutzer148;Windows;3;supporter2;11.08.2014 07:57;zwei PCs im Informatikraum, Pavillon
1160;benutzer202;Drucker;2;supporter2;11.08.2014 08:53;Drucker funktioniert nicht
1161;benutzer165;Drucker;3;supporter10;11.08.2014 10:48;Drucker installieren in Büro
1162;benutzer84;Personalcomputer;2;supporter2;11.08.2014 11:48;Zimmer 405 - GIBS Hauptgebäude
1163;benutzer116;Drucker;1;supporter2;11.08.2014 14:20;Drucker 404 geht nicht
1164;benutzer186;Personalcomputer;3;supporter2;11.08.2014 14:54;BA14A - Zi 502  - Benutzername und Passwort
1165;supporter2;Personenverwaltung;2;supporter2;12.08.2014 11:34;Zugriff Kalender GISO
1166;benutzer154;Personalcomputer;2;supporter2;12.08.2014 13:40;Zimmer 401 / netCIM
1167;benutzer180;Lokales Netzwerk;3;supporter2;12.08.2014 16:18;GAE 2a
1168;benutzer117;Notenool;2;supporter5;12.08.2014 16:39;2 neue Lehrer im EDU
1169;benutzer172;Windows;2;supporter2;13.08.2014 14:48;Zimmer 405
1170;benutzer148;Windows;3;supporter10;14.08.2014 11:39;Compi GISO_P03_12 blockiert
1171;supporter6;Internet;2;supporter10;14.08.2014 15:51;Mail-adresse neuer Lehrer ZZ
1173;benutzer91;Internet;3;supporter10;18.08.2014 15:25;Cis - Turnlehrerzimmer
1175;benutzer165;Windows;1;supporter10;19.08.2014 09:22;Hänger im Netz/Lautsprecher
1176;supporter10;Personenverwaltung;3;supporter5;19.08.2014 10:51;nachgemeldete Schüler
1177;benutzer77;Personalcomputer;2;supporter2;20.08.2014 08:39;Zi 401
1178;benutzer62;Mail;1;supporter10;20.08.2014 09:20;Test für Jens
1179;benutzer13;BSCW;2;supporter14;20.08.2014 10:24;Keine Daten vorhanden
1180;benutzer60;Personalcomputer;3;supporter11;20.08.2014 11:18;2 PC starten nicht
1181;benutzer117;Mail;2;supporter2;21.08.2014 14:51;Verteiler KBS Lehrer alle aktualisieren
1182;benutzer70;BSCW;3;supporter14;22.08.2014 10:23;Zugang A.J. Nobs, F. Bayard
1183;benutzer84;andere HW;1;supporter2;25.08.2014 10:25;Zimmer 401 / PC GISO_401_24
1184;benutzer128;Personalcomputer;2;supporter2;25.08.2014 10:59;PC 40102
1185;benutzer128;Personalcomputer;2;supporter2;25.08.2014 11:01;PC fehlt...
1187;benutzer63;Lokales Netzwerk;1;supporter2;26.08.2014 11:11;Persönliches Laufwerk wird nicht angezeigt
1188;supporter10;Anderes Tool;1;supporter5;27.08.2014 11:11;Passwort-Tool
1189;benutzer111;PC-Programm;3;supporter2;29.08.2014 07:40;Vision nicht alle Clients
1190;supporter16;Mail;2;supporter2;29.08.2014 11:11;Mitteilung aus der Mediothek
1191;benutzer84;PC-Programm;2;supporter2;29.08.2014 11:14;BMH- Lehrer CD
1192;benutzer165;Personalcomputer;1;supporter11;29.08.2014 15:06;ungebrauchtes Gerät abholen.
1193;benutzer154;Personalcomputer;3;supporter2;01.09.2014 13:09;Zi. 405, PC 405 00-Lehrerstation 
1194;benutzer40;Personalcomputer;2;supporter11;02.09.2014 17:08;Zimmer R 402
1195;benutzer50;Drucker;1;supporter11;03.09.2014 17:16;Drucker ist offline
1196;benutzer4;andere HW;2;supporter11;04.09.2014 10:09;GISO 401 - Lautsprecher
1199;benutzer190;Personenverwaltung;2;supporter10;04.09.2014 10:47;Account Siegenthaler Susanne
1200;benutzer190;Personenverwaltung;2;supporter10;04.09.2014 10:48;Account Suter Alfred
1201;benutzer51;Drucker;1;supporter2;06.09.2014 10:09;Druckeranschluss in Solothurn
1202;benutzer186;PC-Programm;3;supporter2;08.09.2014 14:14;Clean and Copy Zi 502
1203;benutzer7;Lokales Netzwerk;3;supporter2;08.09.2014 15:13;kein Netzwerkzugriff
1204;benutzer200;Drucker;2;supporter11;09.09.2014 07:22;Drucker ist permanent offline
1205;benutzer108;Lokales Netzwerk;3;supporter2;09.09.2014 10:32;"Zugriff auf Bereichsshare \Berufsmaturität\"""""
1206;supporter3;Anderes Tool;1;supporter2;09.09.2014 11:46;Extranet EBZ
1207;benutzer190;Personenverwaltung;3;supporter2;10.09.2014 08:35;Account Paraskevas-Gehri Sonja
1208;benutzer154;Windows;3;supporter2;10.09.2014 10:24;NetCIM
1209;benutzer180;PC-Programm;2;supporter2;10.09.2014 13:48;automatisierte Werbung
1210;benutzer180;Internet;3;supporter2;10.09.2014 14:14;Internet- Browser
1211;benutzer172;andere HW;2;supporter10;11.09.2014 09:19;Switch Zimmer 405
1212;benutzer91;Personalcomputer;3;supporter11;11.09.2014 10:38;Informatikzimmer Pavillon
1213;benutzer153;Personalcomputer;1;supporter2;11.09.2014 10:52;Monitor unscharf Zimmer 404 Rosengarten
1214;benutzer60;Lokales Netzwerk;3;supporter11;12.09.2014 13:58;Telefon im Lehrerzimmer Pavillon geht nicht
1215;benutzer108;Lokales Netzwerk;3;supporter2;15.09.2014 09:13;R:\\Berufsmaturität
1216;benutzer120;Personalcomputer;2;supporter2;15.09.2014 15:00;Zimmer 309 Grenchen
1217;benutzer60;Drucker;2;supporter11;16.09.2014 14:10;Drucker in P03 meldet Papierstau
1218;benutzer117;Absenztool;2;supporter5;16.09.2014 15:17;Martin Allemann kann nicht mehr im EDU
1219;benutzer38;Notenool;2;supporter5;17.09.2014 10:01;Klassen BMZ 1b und KVM 1a im Fach Geschichte an der KBS Solothurn
1220;benutzer148;Personalcomputer;2;supporter11;18.09.2014 09:41;Bildschirm
1221;benutzer38;Personalcomputer;1;supporter2;18.09.2014 17:04;Probleme mit dem Abspielen von Medien
1222;benutzer38;Personalcomputer;3;supporter2;18.09.2014 17:06;Ergänzung
1223;benutzer186;Lokales Netzwerk;2;supporter2;18.09.2014 17:16;Zi 502 - PC Nr. 50209 / PC50205
1224;benutzer34;Drucker;3;supporter10;19.09.2014 14:20;drucken nicht möglcih
1225;benutzer128;Personalcomputer;2;supporter2;22.09.2014 09:04;PC's Zi 401
1226;benutzer195;Anderes Tool;2;supporter5;22.09.2014 16:47;Passwort-Tool geht nicht
1227;benutzer195;Anderes Tool;2;supporter5;24.09.2014 08:26;Account für Listentool
1228;benutzer135;Personalcomputer;2;supporter11;24.09.2014 11:55;Lautstärke im Zimmer KBS 203 und 202
1229;benutzer180;Drucker;2;supporter11;24.09.2014 15:05;Drucker und PC
1230;benutzer22;PC-Programm;2;supporter11;25.09.2014 09:04;Programme auf Lehrer PC in Zimmer 103 nicht auffindbar.
1231;benutzer60;Mail;1;supporter11;26.09.2014 12:04;Verteiler Bereich Förderpädagogik aktualisieren
1232;supporter2;Personalcomputer;1;supporter11;06.10.2014 08:10;KBS Solothurn PC im Zimmer 304
1233;benutzer148;Lokales Netzwerk;3;supporter2;17.10.2014 11:07;Outlook
1234;benutzer180;PC-Programm;2;supporter10;20.10.2014 11:23;Pavillon PC-Raum
1235;benutzer180;Windows;2;supporter10;20.10.2014 14:17;Pavillon
1236;benutzer180;Windows;2;supporter11;20.10.2014 15:08;Pavillon
1237;benutzer111;Personalcomputer;2;supporter2;20.10.2014 17:59;Bluescreen im Zimmer 309
1238;benutzer135;PC-Programm;3;supporter2;22.10.2014 10:02;Fehlende SW Zimmer 501
1239;benutzer22;Drucker;2;supporter11;22.10.2014 15:23;Drucker Zimmer 101
1240;benutzer145;Personalcomputer;2;supporter11;22.10.2014 16:52;Büro Keller U06
1241;benutzer60;Lokales Netzwerk;2;supporter10;24.10.2014 09:00;kein ausreichender WLAN-Empfang im P11
1242;benutzer73;Windows;3;supporter2;24.10.2014 11:46;PC-Nr. 02 im Zimmer 309 KBS
1243;benutzer139;Lokales Netzwerk;3;supporter10;27.10.2014 08:35;WLAN Zimmer107
1244;benutzer195;Windows;2;supporter11;28.10.2014 07:45;Passwort wechseln
1245;benutzer79;Personalcomputer;3;supporter11;28.10.2014 08:00;Kein Netzwerkzugang
1246;benutzer69;Anderes Tool;2;supporter5;28.10.2014 14:59;Kein Zugriff auf Passwort-Tool
1247;benutzer195;Anderes Tool;2;supporter5;28.10.2014 15:15;Zugriff Noten- und Absenzen-Tool
1248;supporter10;Personalcomputer;2;supporter11;29.10.2014 12:52;PCs im CIS
1249;benutzer172;Personalcomputer;2;supporter11;29.10.2014 13:30;Startet nicht
1250;benutzer108;Lokales Netzwerk;3;supporter10;29.10.2014 17:03;Zugriffsberechtigung Bereichslaufwerke
1251;benutzer31;Lokales Netzwerk;3;supporter10;30.10.2014 11:32;Zugriff auf Netzwerk fehlt
1252;benutzer153;Personalcomputer;1;supporter2;31.10.2014 14:42;2 PCs starten nicht
1253;benutzer120;Windows;3;supporter10;03.11.2014 15:54;Zimmer 309 in Grenchen
1254;benutzer115;PC-Programm;3;supporter2;04.11.2014 14:59;PC in room 305 / GIBS
1255;benutzer31;Personalcomputer;2;supporter2;05.11.2014 08:12;Lehrerpc KBSO Zi401 - kein Netz
1256;benutzer108;Lokales Netzwerk;3;supporter10;06.11.2014 11:27;"\Admin-Ordner\"" im Bereichslaufwerk Berufsmaturität"""
1257;benutzer139;Internet;3;supporter10;06.11.2014 15:18;Internet Mediothek
